995,11,3,5
966,14,10,5
983,3,1,5
920,21,10,5
810,19,3,5
931,18,3,5
876,15,4,5
852,22,9,5
918,1,8,5
825,16,8,5
953,12,5,5
904,17,9,5
814,20,1,5
872,14,9,5
961,4,8,5
995,5,8,5
970,14,9,5
937,16,7,5
986,10,5,5
821,20,7,5
954,18,6,5
840,1,8,5
954,7,6,5
862,14,5,5
885,20,2,5
831,2,8,5
999,8,3,5
884,4,4,5
805,11,9,5
837,12,2,5
818,8,9,5
868,12,3,5
826,6,3,5
826,21,4,5
995,15,7,5
901,22,4,5
981,7,10,5
862,5,1,5
855,11,8,5
931,22,6,5
927,7,3,5
870,23,1,5
947,13,7,5
979,7,2,5
990,20,8,5
854,8,8,5
948,6,9,5
964,21,3,5
970,4,9,5
910,15,6,5
