375,20,10,2
370,17,2,2
237,21,6,2
264,5,7,2
326,11,4,2
207,11,4,2
331,23,8,2
306,2,4,2
358,2,7,2
291,23,5,2
377,15,6,2
208,7,7,2
206,13,3,2
318,21,6,2
358,7,4,2
264,1,10,2
385,11,10,2
380,17,4,2
245,13,1,2
203,22,4,2
230,7,10,2
325,16,1,2
292,23,9,2
350,22,6,2
232,4,8,2
331,2,5,2
214,2,4,2
329,21,2,2
305,11,2,2
248,12,6,2
287,8,2,2
297,21,9,2
388,7,1,2
301,6,8,2
230,11,6,2
300,13,4,2
248,6,9,2
215,17,10,2
375,22,8,2
229,13,10,2
271,1,6,2
312,16,3,2
217,2,5,2
294,18,7,2
242,16,1,2
318,22,8,2
266,17,9,2
306,8,2,2
278,9,10,2
355,22,6,2
