626,13,8,4
647,22,8,4
688,6,8,4
784,6,7,4
790,17,8,4
719,12,4,4
643,18,9,4
665,21,9,4
685,4,1,4
696,11,6,4
602,16,10,4
757,10,7,4
642,18,1,4
710,4,9,4
711,19,9,4
785,18,3,4
642,17,10,4
732,13,1,4
791,12,5,4
739,1,8,4
688,5,2,4
726,13,5,4
679,13,1,4
739,19,1,4
758,17,3,4
765,9,10,4
704,22,6,4
759,9,4,4
686,23,5,4
616,3,3,4
727,13,8,4
795,12,7,4
634,18,1,4
648,10,5,4
740,21,7,4
625,2,6,4
753,18,7,4
745,13,2,4
722,19,1,4
665,5,4,4
720,15,10,4
724,22,7,4
787,16,2,4
656,5,1,4
744,5,3,4
786,6,4,4
791,11,6,4
689,6,3,4
619,16,10,4
638,2,10,4
