7,745,6,4
10,668,9,4
17,606,7,4
13,774,5,4
5,759,1,4
15,653,4,4
18,785,4,4
14,797,4,4
20,621,6,4
2,698,1,4
17,634,6,4
17,693,5,4
20,608,7,4
12,755,10,4
12,645,8,4
18,757,10,4
18,647,2,4
18,783,2,4
15,635,7,4
7,798,7,4
1,743,4,4
10,761,4,4
8,742,8,4
18,656,8,4
16,732,10,4
14,617,8,4
3,639,7,4
9,757,3,4
11,608,5,4
9,782,4,4
16,630,9,4
6,797,2,4
15,619,6,4
12,792,5,4
19,656,7,4
11,622,2,4
17,656,10,4
13,667,5,4
10,754,4,4
3,664,1,4
12,634,8,4
1,730,9,4
18,788,10,4
18,759,8,4
9,758,1,4
8,687,7,4
20,757,7,4
7,790,2,4
9,738,7,4
8,613,4,4
4,765,7,4
11,722,1,4
8,699,2,4
7,779,7,4
8,705,3,4
17,798,8,4
9,711,3,4
14,737,10,4
6,789,6,4
11,603,2,4
1,749,8,4
7,768,5,4
5,707,9,4
13,652,9,4
20,673,10,4
19,740,3,4
4,797,9,4
16,751,7,4
5,787,1,4
3,742,4,4
18,612,5,4
11,735,8,4
6,751,1,4
2,705,3,4
16,674,9,4
