11,240,7,2
15,237,8,2
5,349,6,2
20,222,7,2
19,233,9,2
17,302,1,2
8,289,7,2
2,367,1,2
16,213,2,2
16,293,9,2
3,351,10,2
13,232,6,2
4,238,4,2
3,333,7,2
10,206,4,2
18,307,6,2
20,253,7,2
7,203,10,2
2,392,10,2
2,256,6,2
2,380,2,2
10,327,3,2
1,289,6,2
18,212,5,2
18,387,2,2
11,397,10,2
8,378,3,2
19,282,4,2
3,206,10,2
1,258,2,2
5,366,1,2
9,330,5,2
4,292,1,2
8,237,9,2
16,381,10,2
14,263,3,2
3,284,2,2
7,242,3,2
18,357,7,2
9,375,2,2
12,325,6,2
12,202,10,2
2,202,8,2
20,380,4,2
5,239,10,2
4,343,9,2
9,277,6,2
15,231,1,2
19,345,9,2
4,309,9,2
1,383,2,2
13,296,4,2
13,395,9,2
2,322,4,2
18,275,7,2
13,227,7,2
4,269,3,2
12,300,4,2
7,219,4,2
10,375,3,2
18,364,5,2
20,257,4,2
5,393,1,2
16,256,7,2
16,286,2,2
3,238,7,2
18,254,5,2
1,356,9,2
8,278,10,2
15,387,2,2
1,215,6,2
4,329,6,2
9,284,10,2
14,271,9,2
9,366,9,2
