17,104,1,1
18,159,4,1
4,165,6,1
9,67,8,1
10,147,3,1
16,45,3,1
14,175,5,1
6,185,8,1
9,192,9,1
9,162,8,1
8,102,7,1
6,166,5,1
18,44,6,1
5,156,7,1
5,44,6,1
10,130,7,1
18,3,5,1
18,171,9,1
1,121,3,1
10,29,6,1
6,173,7,1
12,85,4,1
13,195,2,1
5,199,6,1
18,89,1,1
9,32,3,1
1,37,9,1
6,68,10,1
7,75,2,1
15,17,2,1
15,180,10,1
17,198,8,1
13,131,10,1
2,148,9,1
7,168,10,1
10,89,1,1
5,115,9,1
3,110,8,1
1,68,6,1
3,34,1,1
8,1,9,1
18,5,4,1
4,16,6,1
3,90,5,1
15,95,3,1
20,175,8,1
8,180,4,1
9,178,8,1
2,94,8,1
10,144,8,1
19,33,10,1
3,27,4,1
14,35,10,1
19,61,1,1
17,184,1,1
5,161,7,1
15,36,10,1
16,6,3,1
18,132,2,1
15,167,3,1
14,92,2,1
8,189,10,1
13,72,5,1
19,197,9,1
1,183,6,1
7,145,1,1
18,200,10,1
13,149,4,1
2,194,2,1
13,188,10,1
7,165,8,1
2,32,10,1
12,15,10,1
2,40,8,1
3,23,7,1
