7,980,9,5
9,967,7,5
14,903,10,5
11,909,1,5
4,963,7,5
9,885,2,5
1,828,3,5
15,964,10,5
8,819,7,5
20,898,7,5
2,833,3,5
2,897,9,5
8,914,7,5
4,895,3,5
6,811,9,5
6,848,10,5
6,935,3,5
13,963,10,5
17,862,7,5
12,884,7,5
20,906,9,5
15,947,2,5
16,919,3,5
18,957,8,5
13,923,1,5
2,930,1,5
7,849,8,5
19,873,10,5
19,855,10,5
13,884,3,5
1,890,5,5
18,925,1,5
1,987,10,5
13,910,4,5
7,931,10,5
1,964,2,5
2,844,9,5
9,964,10,5
9,929,5,5
20,856,8,5
10,890,8,5
8,964,3,5
7,942,6,5
5,903,10,5
3,833,7,5
11,866,5,5
17,1000,6,5
12,803,9,5
1,867,10,5
10,936,6,5
9,821,7,5
2,848,4,5
5,836,3,5
18,916,2,5
6,987,6,5
2,998,4,5
16,808,2,5
13,926,3,5
2,915,6,5
20,802,9,5
15,835,6,5
19,883,2,5
5,860,2,5
5,802,2,5
5,901,2,5
10,988,2,5
14,884,2,5
17,939,6,5
9,858,5,5
6,990,4,5
17,936,9,5
5,878,5,5
7,986,10,5
19,915,3,5
17,814,2,5
