1,201,3,2
6,202,3,2
7,203,8,2
1,204,10,2
8,205,4,2
16,206,10,2
13,207,10,2
16,208,4,2
12,209,9,2
11,210,3,2
3,211,8,2
13,212,3,2
14,213,5,2
16,214,1,2
16,215,5,2
20,216,5,2
2,217,5,2
6,218,8,2
10,219,2,2
6,220,7,2
18,221,10,2
10,222,1,2
5,223,7,2
5,224,1,2
12,225,4,2
11,226,5,2
9,227,9,2
3,228,10,2
15,229,4,2
2,230,10,2
8,231,8,2
11,232,7,2
6,233,9,2
5,234,8,2
19,235,2,2
7,236,4,2
3,237,4,2
12,238,9,2
12,239,3,2
15,240,7,2
12,241,7,2
4,242,9,2
3,243,4,2
5,244,5,2
13,245,10,2
14,246,3,2
13,247,5,2
2,248,8,2
13,249,6,2
15,250,9,2
8,251,5,2
9,252,8,2
15,253,5,2
14,254,9,2
10,255,3,2
11,256,6,2
6,257,6,2
16,258,1,2
17,259,9,2
5,260,3,2
7,261,8,2
4,262,10,2
13,263,3,2
1,264,5,2
20,265,5,2
17,266,9,2
14,267,3,2
14,268,5,2
17,269,6,2
4,270,5,2
7,271,6,2
10,272,6,2
1,273,4,2
6,274,5,2
18,275,9,2
6,276,3,2
7,277,5,2
20,278,4,2
17,279,5,2
12,280,8,2
13,281,10,2
2,282,4,2
5,283,3,2
16,284,2,2
5,285,9,2
14,286,9,2
20,287,8,2
17,288,8,2
11,289,6,2
16,290,6,2
5,291,2,2
18,292,3,2
12,293,5,2
16,294,6,2
4,295,7,2
7,296,8,2
12,297,3,2
10,298,2,2
14,299,5,2
20,300,10,2
11,301,10,2
19,302,2,2
14,303,9,2
15,304,1,2
20,305,8,2
5,306,2,2
12,307,1,2
16,308,10,2
15,309,5,2
14,310,4,2
12,311,9,2
17,312,4,2
10,313,1,2
2,314,10,2
16,315,9,2
19,316,4,2
20,317,7,2
13,318,9,2
14,319,5,2
1,320,3,2
13,321,6,2
2,322,4,2
10,323,10,2
14,324,8,2
5,325,6,2
12,326,10,2
17,327,2,2
7,328,3,2
19,329,5,2
7,330,5,2
13,331,4,2
9,332,10,2
10,333,4,2
13,334,8,2
19,335,9,2
11,336,4,2
1,337,5,2
9,338,2,2
12,339,6,2
2,340,8,2
8,341,8,2
9,342,7,2
3,343,9,2
3,344,6,2
16,345,4,2
3,346,4,2
4,347,7,2
9,348,1,2
1,349,5,2
2,350,7,2
14,351,10,2
8,352,2,2
15,353,7,2
18,354,2,2
16,355,8,2
1,356,9,2
3,357,5,2
10,358,8,2
15,359,10,2
2,360,1,2
7,361,5,2
1,362,5,2
1,363,2,2
2,364,5,2
3,365,7,2
19,366,3,2
8,367,10,2
17,368,7,2
8,369,1,2
16,370,8,2
6,371,7,2
8,372,3,2
1,373,8,2
13,374,3,2
5,375,9,2
18,376,9,2
12,377,1,2
3,378,10,2
7,379,4,2
11,380,5,2
20,381,7,2
8,382,7,2
6,383,5,2
4,384,1,2
7,385,1,2
19,386,5,2
6,387,6,2
1,388,5,2
12,389,9,2
10,390,1,2
12,391,5,2
3,392,4,2
9,393,5,2
10,394,8,2
19,395,4,2
10,396,1,2
19,397,3,2
1,398,3,2
11,399,6,2
11,400,4,2
